label,image_name,x1,x2,y1,y2
[1],KPT_017_2021_02_26_frame_46537.jpg,[735],[1144],[257],[360]
"[3, 3]",WP54_frame_88591.jpg,"[983, 1076]","[1284, 1210]","[497, 501]","[892, 866]"
[3],Green_20canKAP24_2021_frame_26162.jpg,[12],[131],[388],[700]
[3],WP54_frame_88411.jpg,[831],[1026],[480],[868]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_38000.jpg,"[232, 319, 1018]","[463, 521, 1171]","[-3, 800, -22]","[100, 939, 193]"
[1],Onepoto_20pointKAP20_2020_frame_52927.jpg,[693],[999],[242],[472]
"[1, 1, 2]",DD5_2011_frame_52207.jpg,"[179, 365, 182]","[353, 424, 350]","[24, 66, 27]","[126, 199, 136]"
[3],Hole_20in_20the_20wall_20bayKAP16_2021_frame_19400.jpg,[474],[723],[532],[807]
[1],PMR25_2012_frame_28381.jpg,[0],[95],[358],[445]
[3],Green_20canKAP24_2021_frame_45025.jpg,[770],[972],[467],[786]
"[1, 2]",KPT_017_2021_02_26_frame_35400.jpg,"[1010, 167]","[1202, 252]","[701, 816]","[777, 966]"
[3],WP40_frame_43666.jpg,[1164],[1336],[714],[802]
"[1, 1, 1, 1]",KPT_017_2021_02_26_frame_30012.jpg,"[59, 632, 918, 959]","[194, 801, 1238, 1191]","[17, 243, 379, 404]","[105, 380, 481, 498]"
[1],WP40_frame_110109.jpg,[623],[953],[863],[1088]
[3],DD12_2011_frame_58621.jpg,[419],[534],[215],[400]
"[3, 3]",Green_20canKAP24_2021_frame_24425.jpg,"[77, 369]","[463, 532]","[797, 356]","[945, 564]"
"[3, 3]",Green_20canKAP24_2021_frame_35962.jpg,"[163, 335]","[540, 440]","[476, 0]","[613, 45]"
"[3, 3]",WP54_frame_97342.jpg,"[1048, 1199]","[1665, 1363]","[496, 467]","[927, 814]"
"[3, 3]",Green_20canKAP24_2021_frame_44325.jpg,"[218, 274]","[552, 402]","[563, 29]","[686, 420]"
[1],TUH_035_22_09_2020_frame_79839.jpg,[721],[1877],[383],[475]
[2],WP38_frame_25954.jpg,[1134],[1659],[348],[979]
"[2, 3, 3]",WP54_frame_83136.jpg,"[1159, 1722, 1775]","[1300, 1957, 2047]","[927, 449, 386]","[1002, 863, 950]"
"[1, 1, 2]",DD2_2011_frame_35574.jpg,"[339, 529, 526]","[457, 664, 643]","[375, 124, 122]","[468, 347, 382]"
"[1, 1]",KPT_017_2021_02_26_frame_28612.jpg,"[94, 930]","[135, 1108]","[484, 0]","[670, 97]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_39450.jpg,"[335, 764]","[589, 1149]","[1, 367]","[72, 631]"
[1],TUH_035_22_09_2020_frame_81458.jpg,[163],[453],[204],[564]
[3],WP54_frame_54845.jpg,[1552],[1836],[660],[1000]
"[3, 3]",Green_20canKAP24_2021_frame_44400.jpg,"[270, 294]","[590, 616]","[554, 587]","[641, 685]"
"[3, 3]",WP54_frame_78941.jpg,"[886, 1013]","[1117, 1165]","[540, 555]","[844, 792]"
"[3, 3]",Green_20canKAP24_2021_frame_40725.jpg,"[106, 161]","[370, 774]","[143, 280]","[306, 623]"
"[3, 3, 3]",PMR13_2012_frame_22987.jpg,"[64, 114, 433]","[117, 171, 514]","[28, 286, 124]","[178, 388, 359]"
[3],WP54_frame_78881.jpg,[774],[1107],[574],[766]
[2],WP38_frame_39560.jpg,[1605],[1692],[389],[462]
"[3, 3]",Rangatira_20pointKAP23_2021_frame_20325.jpg,"[270, 320]","[600, 588]","[819, 868]","[966, 958]"
[1],Hole_20in_20the_20wall_20bayKAP16_2021_frame_40375.jpg,[386],[1138],[71],[879]
"[1, 1, 1, 2, 2]",WP40_frame_110289.jpg,"[459, 904, 1318, 553, 954]","[896, 1142, 1419, 823, 1035]","[789, 759, 997, 785, 777]","[999, 980, 1138, 997, 932]"
"[1, 1]",Onepoto_20pointKAP20_2020_frame_54845.jpg,"[329, 1130]","[983, 1499]","[9, 142]","[166, 537]"
"[2, 2, 2, 3]",WP40_frame_109090.jpg,"[1212, 1449, 1524, 1237]","[1307, 1704, 1566, 1315]","[986, 852, 946, 988]","[1105, 1052, 1041, 1116]"
"[2, 3]",WP38_frame_84875.jpg,"[1780, 1474]","[1915, 1530]","[243, 516]","[304, 672]"
"[3, 3]",WP54_frame_86013.jpg,"[892, 1762]","[1330, 1931]","[466, 264]","[937, 536]"
"[3, 3]",WP40_frame_109750.jpg,"[591, 1144]","[966, 1418]","[834, 875]","[963, 1050]"
[3],WP54_frame_95364.jpg,[1269],[1533],[466],[788]
[1],TUH_035_22_09_2020_frame_83256.jpg,[37],[344],[842],[1008]
"[1, 1, 1, 1, 2]",KPT_017_2021_02_26_frame_36800.jpg,"[378, 434, 747, 979, 314]","[878, 595, 1131, 1198, 542]","[734, 444, 470, 171, 657]","[991, 642, 603, 277, 869]"
"[1, 1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_34975.jpg,"[16, 732, 764]","[1296, 1248, 963]","[88, 173, 859]","[946, 572, 972]"
[3],WP54_frame_94945.jpg,[781],[1016],[628],[935]
"[3, 3, 3]",Green_20canKAP24_2021_frame_22175.jpg,"[0, 319, 376]","[222, 660, 608]","[717, 462, 515]","[845, 637, 609]"
"[1, 1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_26700.jpg,"[307, 771, 1186]","[556, 935, 1271]","[2, 259, 397]","[239, 486, 751]"
[1],TUH_035_22_09_2020_frame_64555.jpg,[1421],[1516],[248],[498]
"[3, 3, 3]",Green_20canKAP24_2021_frame_38037.jpg,"[312, 433, 972]","[646, 618, 1228]","[306, 321, 5]","[494, 463, 222]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_38425.jpg,"[290, 792, 1057]","[554, 1012, 1273]","[-56, -9, 296]","[83, 246, 708]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_38300.jpg,"[255, 306]","[498, 479]","[18, 603]","[85, 795]"
"[1, 1]",WP40_frame_110049.jpg,"[909, 1292]","[1188, 1537]","[871, 623]","[1015, 832]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_38825.jpg,"[447, 1137]","[1052, 1282]","[548, 322]","[856, 483]"
"[1, 1, 2, 2]",KPT_017_2021_02_26_frame_28587.jpg,"[53, 536, 613, 919]","[1286, 776, 668, 1039]","[116, 215, 724, 195]","[921, 428, 891, 333]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_37950.jpg,"[2, 211]","[242, 486]","[648, -10]","[789, 98]"
[3],WP40_frame_40729.jpg,[600],[760],[374],[439]
"[1, 1]",KPT_017_2021_02_26_frame_31012.jpg,"[696, 845]","[843, 1065]","[909, 442]","[959, 551]"
"[3, 3, 3]",WP54_frame_75224.jpg,"[852, 856, 890]","[980, 967, 991]","[560, 609, 573]","[921, 765, 768]"
"[3, 3]",WP38_frame_93746.jpg,"[1166, 1177]","[1401, 1474]","[264, 217]","[405, 376]"
[1],Onepoto_20pointKAP20_2020_frame_61693.jpg,[231],[771],[326],[862]
[1],DD6_2011_frame_40759.jpg,[459],[679],[144],[409]
"[2, 2, 3]",WP38_frame_102797.jpg,"[1436, 1470, 1398]","[1673, 1647, 1513]","[635, 676, 262]","[956, 874, 398]"
"[2, 3, 3]",WP54_frame_63416.jpg,"[1039, 1797, 1802]","[1483, 1934, 2020]","[688, 645, 569]","[975, 842, 833]"
[1],TUH_035_22_09_2020_frame_80798.jpg,[111],[284],[865],[1024]
"[2, 3]",WP40_frame_38571.jpg,"[1390, 1382]","[1549, 1560]","[935, 950]","[1092, 1088]"
[3],WP38_frame_108851.jpg,[1660],[1903],[712],[773]
"[1, 1, 1, 1, 2]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_40400.jpg,"[96, 343, 668, 885, 879]","[184, 643, 744, 1095, 979]","[348, 370, 147, 0, 765]","[576, 575, 249, 206, 923]"
"[3, 3]",Green_20canKAP24_2021_frame_45175.jpg,"[-10, 4]","[246, 212]","[443, 498]","[590, 567]"
[3],Green_20canKAP24_2021_frame_45125.jpg,[0],[136],[658],[982]
"[3, 3, 3]",Green_20canKAP24_2021_frame_43925.jpg,"[90, 561, 907]","[364, 894, 1186]","[66, 525, 367]","[231, 695, 726]"
[3],WP38_frame_83016.jpg,[1297],[1392],[339],[446]
[1],TUH_035_22_09_2020_frame_78880.jpg,[1167],[1422],[658],[767]
[1],KPT_017_2021_02_26_frame_43387.jpg,[732],[1100],[108],[644]
[1],DD5_2011_frame_37492.jpg,[541],[560],[398],[449]
"[1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_24850.jpg,"[472, 494, 1131]","[785, 1190, 1292]","[278, 59, 203]","[378, 662, 495]"
"[1, 1, 1, 1, 2]",Te_20Oneroa_20BayKAP01_2021_frame_21725.jpg,"[86, 119, 395, 750, 133]","[1254, 315, 1054, 1029, 224]","[13, 366, 230, 252, 858]","[936, 693, 919, 657, 942]"
[1],WP40_frame_62637.jpg,[1194],[1263],[381],[415]
[2],WP54_frame_26073.jpg,[1769],[1847],[834],[864]
[1],Onepoto_20pointKAP20_2020_frame_62202.jpg,[289],[591],[659],[879]
"[3, 3]",WP54_frame_86793.jpg,"[474, 1118]","[804, 1398]","[392, 852]","[636, 1077]"
"[1, 2]",Onepoto_20pointKAP20_2020_frame_55414.jpg,"[598, 487]","[1000, 631]","[0, 617]","[170, 685]"
"[2, 2]",WP40_frame_43546.jpg,"[1124, 1139]","[1222, 1287]","[450, 727]","[481, 883]"
[1],WP40_frame_62517.jpg,[1068],[1248],[825],[982]
"[3, 3]",WP54_frame_76183.jpg,"[1291, 1754]","[1787, 1922]","[565, 729]","[761, 992]"
"[2, 2]",WP40_frame_109270.jpg,"[978, 1202]","[1122, 1396]","[461, 718]","[603, 832]"
[3],WP40_frame_112747.jpg,[972],[1154],[728],[954]
[2],WP40_frame_111488.jpg,[804],[961],[767],[865]
"[1, 1]",WP40_frame_110349.jpg,"[256, 587]","[359, 979]","[817, 781]","[996, 977]"
[2],Rangatira_20pointKAP23_2021_frame_26825.jpg,[1149],[1244],[437],[608]
[3],Green_20canKAP24_2021_frame_45550.jpg,[53],[340],[245],[512]
[1],Onepoto_20pointKAP20_2020_frame_62442.jpg,[222],[459],[667],[808]
"[2, 2, 3]",WP40_frame_109390.jpg,"[1203, 1526, 1154]","[1319, 1763, 1310]","[758, 715, 987]","[879, 863, 1100]"
[3],Green_20canKAP24_2021_frame_47237.jpg,[-5],[147],[865],[954]
"[1, 1]",Onepoto_20pointKAP20_2020_frame_55204.jpg,"[349, 717]","[999, 1092]","[3, 306]","[181, 649]"
[2],WP40_frame_38511.jpg,[1165],[1222],[999],[1076]
"[1, 1, 2]",WP38_frame_11748.jpg,"[445, 1023, 696]","[1068, 1360, 801]","[-36, 427, 426]","[616, 509, 449]"
[1],Onepoto_20pointKAP20_2020_frame_61723.jpg,[271],[856],[633],[1018]
"[1, 2]",DD2_2011_frame_43426.jpg,"[634, 643]","[726, 733]","[9, 12]","[292, 302]"
"[1, 1, 1, 1]",CON28_2012_frame_55834.jpg,"[-72, 248, 281, 582]","[27, 327, 348, 655]","[-147, 286, 225, 345]","[120, 451, 358, 471]"
"[1, 1]",Onepoto_20pointKAP20_2020_frame_54245.jpg,"[746, 817]","[1035, 1054]","[470, 505]","[717, 642]"
[3],WP38_frame_84815.jpg,[1585],[1642],[608],[785]
"[3, 3]",WP54_frame_87572.jpg,"[958, 1812]","[1168, 1936]","[538, 775]","[819, 885]"
"[1, 2, 2]",KPT_017_2021_02_26_frame_29212.jpg,"[794, 414, 520]","[1081, 580, 612]","[505, 350, 593]","[638, 785, 760]"
[3],WP54_frame_72227.jpg,[1291],[1584],[244],[565]
"[3, 3]",WP54_frame_102677.jpg,"[1547, 1607]","[1795, 1692]","[826, 848]","[995, 970]"
[3],PMR74_2021_03_01_frame_36700.jpg,[1],[116],[463],[927]
[2],Onepoto_20pointKAP20_2020_frame_61243.jpg,[353],[630],[636],[831]
"[1, 1, 2, 2]",KPT_017_2021_02_26_frame_30712.jpg,"[384, 501, 229, 502]","[627, 662, 366, 682]","[475, 132, 106, 872]","[607, 274, 166, 977]"
[1],KPT_017_2021_02_26_frame_45000.jpg,[729],[1086],[529],[667]
"[1, 1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_34200.jpg,"[37, 687, 829]","[1188, 818, 937]","[14, 117, 217]","[954, 359, 439]"
"[2, 3]",WP54_frame_63476.jpg,"[1752, 1717]","[1905, 1942]","[706, 651]","[818, 845]"
"[3, 3]",WP54_frame_86913.jpg,"[630, 1398]","[1032, 1652]","[545, 558]","[698, 914]"
[3],Rangatira_20pointKAP23_2021_frame_19100.jpg,[936],[1072],[191],[532]
"[3, 3]",Green_20canKAP24_2021_frame_44025.jpg,"[285, 728]","[584, 900]","[493, 242]","[613, 533]"
[3],Rangatira_20pointKAP23_2021_frame_20625.jpg,[822],[1188],[466],[628]
[2],WP40_frame_40669.jpg,[1405],[1476],[806],[993]
[2],WP40_frame_113406.jpg,[1749],[1846],[707],[764]
[3],Rangatira_20pointKAP23_2021_frame_29200.jpg,[39],[258],[279],[377]
[2],WP54_frame_22537.jpg,[640],[737],[250],[319]
"[1, 1]",WP54_frame_87932.jpg,"[366, 799]","[1332, 1099]","[484, 516]","[730, 673]"
"[3, 3]",Green_20canKAP24_2021_frame_25200.jpg,"[452, 808]","[511, 1035]","[342, 21]","[604, 260]"
[3],Green_20canKAP24_2021_frame_43100.jpg,[398],[494],[-10],[201]
"[3, 3, 3]",PMR22_2012_frame_16753.jpg,"[293, 328, 521]","[406, 404, 684]","[355, 357, 194]","[448, 488, 265]"
"[1, 1, 1]",Onepoto_20pointKAP20_2020_frame_54515.jpg,"[374, 526, 1671]","[1058, 997, 1909]","[-7, 30, 0]","[367, 207, 221]"
"[1, 1, 1]",CON28_2012_frame_13516.jpg,"[265, 285, 288]","[321, 335, 305]","[141, 153, 148]","[303, 312, 280]"
"[1, 1]",KPT_017_2021_02_26_frame_29337.jpg,"[111, 347]","[236, 479]","[546, 808]","[732, 982]"
[3],WP54_frame_98001.jpg,[980],[1167],[604],[888]
[1],DD2_2011_frame_37462.jpg,[643],[715],[162],[331]
"[2, 3]",WP54_frame_82657.jpg,"[1311, 1693]","[1520, 1937]","[234, 810]","[292, 1071]"
"[3, 3]",WP54_frame_87872.jpg,"[454, 651]","[632, 1023]","[334, 379]","[638, 578]"
"[3, 3, 3]",Rangatira_20pointKAP23_2021_frame_38725.jpg,"[239, 1078, 1179]","[527, 1234, 1275]","[33, 651, 305]","[233, 1000, 585]"
[1],WP38_frame_69830.jpg,[1035],[1280],[898],[1068]
[3],WP54_frame_107412.jpg,[1190],[1379],[516],[869]
"[1, 1, 1]",PMR74_2021_03_01_frame_12087.jpg,"[712, 726, 777]","[936, 778, 891]","[288, 325, 478]","[431, 373, 579]"
[3],Green_20canKAP24_2021_frame_43950.jpg,[91],[374],[64],[297]
"[3, 3]",WP54_frame_98361.jpg,"[1413, 1434]","[1814, 1786]","[599, 512]","[682, 713]"
"[1, 2]",Onepoto_20pointKAP20_2020_frame_60674.jpg,"[393, 456]","[626, 563]","[903, 101]","[1080, 267]"
[2],PMR74_2021_03_01_frame_38975.jpg,[812],[938],[744],[802]
[3],Rangatira_20pointKAP23_2021_frame_24100.jpg,[257],[576],[537],[911]
[3],WP54_frame_87512.jpg,[974],[1133],[534],[859]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19025.jpg,"[318, 784, 861]","[639, 906, 1148]","[578, 690, 164]","[915, 1058, 606]"
"[1, 2]",KPT_017_2021_02_26_frame_46562.jpg,"[780, 754]","[1064, 1090]","[196, 192]","[419, 488]"
"[3, 3]",PMR13_2012_frame_37252.jpg,"[159, 207]","[312, 303]","[95, 101]","[154, 133]"
"[1, 1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_29500.jpg,"[51, 292, 1042]","[295, 1182, 1297]","[625, 86, 223]","[878, 905, 361]"
[3],Onepoto_20pointKAP20_2020_frame_59925.jpg,[567],[774],[14],[533]
[1],Rangatira_20pointKAP23_2021_frame_20850.jpg,[384],[573],[488],[894]
[3],Green_20canKAP24_2021_frame_45450.jpg,[296],[565],[4],[157]
[2],Te_20Oneroa_20BayKAP01_2021_frame_26650.jpg,[1094],[1306],[281],[364]
"[2, 2, 3]",WP38_frame_102737.jpg,"[1257, 1328, 1513]","[1468, 1553, 1603]","[575, 23, 715]","[872, 172, 836]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_37900.jpg,"[12, 259, 1130]","[228, 531, 1327]","[664, -15, 525]","[827, 121, 1015]"
[1],WP54_frame_38931.jpg,[664],[1181],[791],[1057]
[1],DD12_2011_frame_19720.jpg,[261],[407],[154],[273]
"[1, 1, 1]",EE11_2011_frame_39530.jpg,"[157, 183, 299]","[303, 284, 391]","[36, 89, 235]","[244, 227, 263]"
"[2, 3]",WP54_frame_89430.jpg,"[1026, 1342]","[1095, 1655]","[381, 905]","[697, 1037]"
[2],WP40_frame_51308.jpg,[1495],[1600],[514],[630]
[3],WP54_frame_98121.jpg,[1646],[1992],[-36],[104]
"[1, 1, 1, 1]",KPT_017_2021_02_26_frame_28962.jpg,"[236, 397, 433, 694]","[412, 580, 650, 896]","[8, 379, 424, 379]","[204, 619, 513, 474]"
"[2, 3, 3]",WP54_frame_100699.jpg,"[1657, 553, 1643]","[1959, 620, 1903]","[737, 0, 744]","[941, 68, 886]"
[3],PMR74_2021_03_01_frame_5037.jpg,[575],[626],[216],[353]
"[1, 1, 1]",KPT_017_2021_02_26_frame_29437.jpg,"[637, 825, 1053]","[796, 889, 1102]","[522, 425, 709]","[623, 603, 919]"
"[1, 1]",KPT_017_2021_02_26_frame_29762.jpg,"[84, 998]","[1250, 1119]","[287, 838]","[865, 964]"
[3],WP54_frame_95964.jpg,[649],[929],[539],[739]
[1],Onepoto_20pointKAP20_2020_frame_53406.jpg,[1414],[1616],[381],[574]
"[1, 1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_10925.jpg,"[90, 91, 574, 930]","[1274, 384, 658, 970]","[8, 345, 408, -51]","[907, 435, 465, 102]"
"[3, 3]",Rangatira_20pointKAP23_2021_frame_39750.jpg,"[-19, 817]","[517, 911]","[145, 801]","[414, 1006]"
"[1, 1, 1]",EE16_2011_frame_17262.jpg,"[7, 268, 298]","[131, 426, 380]","[261, 208, 205]","[331, 301, 275]"
[3],Rangatira_20pointKAP23_2021_frame_20450.jpg,[440],[795],[870],[963]
[3],WP40_frame_103996.jpg,[1210],[1513],[955],[1074]
"[1, 1, 1, 1]",DD2_2011_frame_26523.jpg,"[344, 448, 610, 658]","[447, 609, 723, 716]","[220, 194, 4, -4]","[262, 236, 138, 109]"
[3],Rangatira_20pointKAP23_2021_frame_20750.jpg,[496],[905],[813],[1012]
"[1, 1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_42875.jpg,"[144, 270, 404]","[1319, 610, 594]","[79, 273, 506]","[855, 595, 586]"
"[2, 2]",WP40_frame_111848.jpg,"[983, 1059]","[1248, 1232]","[809, 538]","[1092, 657]"
[3],Onepoto_20pointKAP20_2020_frame_60614.jpg,[619],[928],[914],[1075]
[3],WP38_frame_111188.jpg,[1802],[1989],[392],[558]
"[1, 1, 1]",KPT_017_2021_02_26_frame_17850.jpg,"[328, 567, 831]","[526, 670, 1064]","[0, 903, 216]","[152, 1017, 326]"
"[1, 1]",PMR23_2012_frame_14025.jpg,"[13, 284]","[150, 368]","[390, 143]","[483, 193]"
"[1, 1]",KPT_017_2021_02_26_frame_29687.jpg,"[508, 748]","[558, 897]","[289, 456]","[576, 673]"
"[1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_11375.jpg,"[356, 632, 933]","[1125, 892, 1052]","[18, 21, 13]","[779, 197, 240]"
"[2, 3, 3]",WP54_frame_95544.jpg,"[1362, 1032, 1093]","[1505, 1420, 1578]","[760, 591, 202]","[880, 765, 412]"
"[2, 2]",WP40_frame_84965.jpg,"[289, 535]","[435, 647]","[695, 958]","[748, 1082]"
[2],WP54_frame_60419.jpg,[1175],[1267],[1],[135]
"[2, 3]",WP54_frame_64255.jpg,"[1666, 1677]","[1818, 1859]","[492, 530]","[817, 860]"
[1],TUH_035_22_09_2020_frame_79120.jpg,[1111],[1382],[751],[941]
"[1, 2]",DD2_2011_frame_58021.jpg,"[423, 473]","[521, 572]","[313, 16]","[403, 118]"
"[1, 2]",DD5_2011_frame_57602.jpg,"[435, 418]","[529, 515]","[48, 66]","[216, 210]"
[3],WP54_frame_96803.jpg,[1386],[1687],[282],[748]
"[3, 3, 3]",WP40_frame_111968.jpg,"[705, 734, 1509]","[931, 943, 1593]","[476, 453, 698]","[497, 530, 905]"
"[3, 3]",Green_20canKAP24_2021_frame_45650.jpg,"[82, 196]","[346, 260]","[299, 308]","[500, 477]"
"[1, 1, 1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_34175.jpg,"[6, 226, 612, 860]","[1286, 394, 986, 977]","[8, 836, 3, 628]","[957, 973, 123, 832]"
"[3, 3]",Green_20canKAP24_2021_frame_43975.jpg,"[199, 857]","[482, 1186]","[131, 8]","[483, 184]"
[3],Onepoto_20pointKAP20_2020_frame_60224.jpg,[622],[1285],[12],[258]
[1],WP38_frame_72557.jpg,[1369],[1794],[749],[907]
[3],WP54_frame_100579.jpg,[1072],[1437],[586],[849]
[3],PMR74_2021_03_01_frame_36725.jpg,[498],[568],[322],[378]
[3],WP54_frame_87992.jpg,[1039],[1175],[512],[781]
"[1, 1, 1, 1]",PMR74_2021_03_01_frame_5750.jpg,"[295, 449, 759, 762]","[648, 486, 897, 834]","[106, 95, 371, 685]","[288, 222, 480, 739]"
"[2, 2]",Onepoto_20pointKAP20_2020_frame_61483.jpg,"[321, 867]","[465, 1009]","[461, 713]","[558, 773]"
[3],TUH_035_22_09_2020_frame_60599.jpg,[1782],[1916],[483],[841]
[1],Onepoto_20pointKAP20_2020_frame_60284.jpg,[-105],[489],[139],[353]
"[1, 1]",CON30_2012_frame_13306.jpg,"[243, 308]","[526, 398]","[173, 141]","[284, 253]"
"[2, 3]",WP54_frame_87212.jpg,"[1255, 640]","[1432, 912]","[874, 448]","[935, 771]"
"[1, 1]",Onepoto_20pointKAP20_2020_frame_54875.jpg,"[1300, 1320]","[1639, 1744]","[906, 9]","[1084, 354]"
[1],KPT_017_2021_02_26_frame_30262.jpg,[646],[894],[433],[769]
[3],Rangatira_20pointKAP23_2021_frame_20350.jpg,[477],[636],[864],[979]
"[3, 3]",WP54_frame_84395.jpg,"[735, 1032]","[1170, 1362]","[649, 134]","[845, 447]"
"[1, 2]",Onepoto_20pointKAP20_2020_frame_61093.jpg,"[777, 511]","[1090, 664]","[351, 286]","[694, 452]"
[3],CON28_2012_frame_48341.jpg,[251],[335],[17],[161]
"[1, 1, 1, 1]",PMR13_2012_frame_32217.jpg,"[1, 164, 179, 400]","[109, 231, 369, 445]","[152, 287, 83, -1]","[350, 472, 280, 107]"
"[3, 3, 3, 3]",CON28_2012_frame_53796.jpg,"[23, 234, 256, 413]","[124, 393, 348, 488]","[13, 370, 373, 47]","[102, 526, 499, 116]"
"[1, 1]",KPT_017_2021_02_26_frame_19662.jpg,"[420, 829]","[555, 972]","[127, 905]","[271, 954]"
[3],DD12_2011_frame_29370.jpg,[185],[350],[141],[234]
[3],Rangatira_20pointKAP23_2021_frame_37675.jpg,[130],[606],[707],[960]
[1],EE16_2011_frame_62097.jpg,[596],[656],[251],[448]
"[3, 3]",WP54_frame_64315.jpg,"[1255, 1724]","[1639, 1897]","[616, 352]","[742, 766]"
[3],Green_20canKAP24_2021_frame_43575.jpg,[398],[499],[668],[993]
[1],WP40_frame_39290.jpg,[1502],[1593],[756],[894]
"[2, 3]",WP40_frame_110889.jpg,"[1282, 1338]","[1350, 1419]","[445, 261]","[539, 300]"
[2],WP38_frame_86793.jpg,[970],[1069],[622],[852]
[3],Rangatira_20pointKAP23_2021_frame_20650.jpg,[872],[977],[690],[953]
"[1, 1, 1]",CON30_2012_frame_45104.jpg,"[306, 419, 613]","[472, 568, 700]","[185, -1, 198]","[295, 59, 276]"
[3],TUH_035_22_09_2020_frame_61797.jpg,[1295],[1385],[462],[519]
"[3, 3]",Rangatira_20pointKAP23_2021_frame_38675.jpg,"[66, 925]","[622, 1222]","[474, 540]","[678, 864]"
"[1, 1, 2]",KPT_017_2021_02_26_frame_14025.jpg,"[417, 736, 189]","[616, 1032, 358]","[210, 501, 756]","[515, 655, 952]"
[3],WP54_frame_43276.jpg,[713],[767],[46],[256]
[3],WP40_frame_111008.jpg,[1050],[1162],[399],[584]
"[2, 2, 3]",WP54_frame_82537.jpg,"[1627, 1830, 1677]","[1869, 1985, 1936]","[-28, 898, 569]","[126, 950, 746]"
"[3, 3]",WP54_frame_84455.jpg,"[649, 1001]","[1054, 1273]","[669, 76]","[888, 423]"
[2],WP54_frame_39740.jpg,[1518],[1654],[723],[783]
"[1, 1]",TUH_035_22_09_2020_frame_64315.jpg,"[202, 741]","[411, 1104]","[580, 485]","[887, 763]"
"[1, 1]",EE14_2011_frame_45434.jpg,"[252, 281]","[496, 479]","[18, 85]","[195, 155]"
"[1, 1, 1]",Onepoto_20pointKAP20_2020_frame_59775.jpg,"[712, 1113, 1737]","[1084, 1874, 1927]","[623, 150, -9]","[832, 652, 350]"
[2],WP40_frame_39650.jpg,[1188],[1353],[781],[829]
"[1, 1, 2, 2]",EE16_2011_frame_24395.jpg,"[208, 226, 201, 225]","[367, 372, 383, 360]","[397, 389, 412, 395]","[431, 451, 450, 424]"
"[1, 1, 2]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_16950.jpg,"[312, 596, 309]","[1073, 897, 797]","[-33, 309, 351]","[852, 742, 514]"
[3],WP54_frame_85414.jpg,[1252],[1468],[309],[606]
[3],WP54_frame_100639.jpg,[1012],[1327],[601],[829]
[1],KPT_017_2021_02_26_frame_30687.jpg,[942],[1078],[567],[749]
"[3, 3]",WP54_frame_82897.jpg,"[1468, 1708]","[1634, 2119]","[870, 685]","[1082, 928]"
[3],Rangatira_20pointKAP23_2021_frame_20175.jpg,[274],[418],[852],[1068]
"[1, 1, 1]",WP40_frame_110409.jpg,"[201, 219, 855]","[501, 421, 1107]","[966, 981, 788]","[1192, 1085, 955]"
"[2, 2]",PMR23_2012_frame_22807.jpg,"[37, 36]","[388, 80]","[92, 227]","[454, 461]"
"[2, 3]",WP38_frame_100099.jpg,"[1644, 1668]","[1859, 1876]","[726, 770]","[906, 902]"
"[2, 3]",WP40_frame_39890.jpg,"[1296, 1301]","[1369, 1381]","[939, 919]","[1048, 1054]"
"[1, 2, 2]",KPT_017_2021_02_26_frame_30487.jpg,"[61, 268, 317]","[202, 392, 570]","[156, 619, 466]","[320, 768, 616]"
"[3, 3]",WP54_frame_95304.jpg,"[948, 1339]","[1029, 1732]","[503, 549]","[778, 721]"
[3],Rangatira_20pointKAP23_2021_frame_39350.jpg,[872],[1112],[837],[971]
[2],Onepoto_20pointKAP20_2020_frame_61183.jpg,[304],[487],[434],[484]
[1],Green_20canKAP24_2021_frame_43075.jpg,[-14],[104],[208],[351]
"[1, 1, 1, 2, 2]",EE16_2011_frame_54545.jpg,"[421, 445, 605, 418, 585]","[485, 477, 645, 485, 679]","[322, 295, 58, 316, 53]","[455, 452, 184, 471, 200]"
"[1, 2]",PMR74_2021_03_01_frame_5062.jpg,"[525, 762]","[607, 811]","[249, 61]","[340, 147]"
[1],Onepoto_20pointKAP20_2020_frame_59895.jpg,[484],[652],[2],[173]
"[3, 3]",WP54_frame_84275.jpg,"[560, 884]","[706, 1198]","[259, 606]","[363, 894]"
